Key,ar,en,es,pt,pt_br,fr,de,ru,zh,hi
Q_3593,تعاقد فريق سانت باولي مع لاعب خط وسط في بداية الموسم  ,St. Pauli signed a midfielder at the start of the season.  ,El St. Pauli fichó un centrocampista a principios de temporada  ,,Pauli contratou meio-campista no início da temporada  ,St. Pauli a recruté un milieu de terrain en début de saison  ,St. Pauli hat zum Saisonstart einen Mittelfeldspieler verpflichtet  ,«Санкт-Паули» подписал полузащитника на старте сезона  ,圣保利在赛季初签下一名中场球员  ,सेंट पॉली ने सीज़न की शुरुआत में एक मिडफील्डर पर हस्ताक्षर किए  
Q_3594,تعاقد فريق سانت باولي مع لاعب مدافع في بداية الموسم  ,St. Pauli signed a defender at the start of the season.  ,St. Pauli fichó a un defensa al inicio de temporada  ,,St. Pauli contratou um zagueiro no início da temporada  ,St. Pauli a recruté un défenseur en début de saison  ,St. Pauli hat zu Beginn der Saison einen Verteidiger verpflichtet  ,«Сент-Паули» подписал защитника на старте сезона  ,圣保利在赛季初签下一名后卫  ,सेंट पॉली ने सीज़न की शुरुआत में एक डिफेंडर पर हस्ताक्षर किए  
Q_3595,تعاقد فريق سانت باولي مع حارس مرمى في بداية الموسم  ,St. Pauli signed a goalkeeper at the start of the season.  ,El St. Pauli fichó un portero al inicio de temporada  ,,Pauli contratou goleiro no início da temporada  ,St. Pauli a recruté un gardien de but en début de saison  ,St. Pauli hat zu Beginn der Saison einen Torwart verpflichtet  ,«Санкт-Паули» подписал вратаря на старте сезона  ,圣保利在赛季初签下一名门将  ,सेंट पॉली ने सीज़न की शुरुआत में एक गोलकीपर के साथ अनुबंध किया  
Q_3596,سجل أحد لاعبي فريق سانت باولي أول أهدافه مع الفريق ضد فريق هامبورغ هذا الموسم  ,A St. Pauli player scored his first goal for the team against Hamburg this season.  ,Un jugador del St. Pauli marcó su primer gol con el equipo contra el Hamburgo esta temporada  ,,Um jogador do St. Pauli marcou seu primeiro gol pelo time contra o Hamburgo nesta temporada  ,Un joueur de St. Pauli a marqué son premier but pour l'équipe contre Hambourg cette saison  ,Ein St. Pauli-Spieler erzielte in dieser Saison gegen Hamburg sein erstes Tor für die Mannschaft  ,Игрок «Сент-Паули» забил свой первый гол за команду в матче против «Гамбурга» в этом сезоне  ,圣保利队球员在对阵汉堡队的比赛中打进了他本赛季的球队首个进球  ,सेंट पॉली के एक खिलाड़ी ने इस सीज़न में हैम्बर्ग के खिलाफ टीम के लिए अपना पहला गोल किया  
Q_3597,أحد لاعبي فريق سانت باولي قادم من أكاديمية النادي  ,One of the St. Pauli players coming from the club's academy.  ,Uno de los jugadores del St. Pauli procede de la cantera del club  ,,Um dos jogadores do St. Pauli vem da academia do clube  ,L'un des joueurs de St. Pauli vient de l'académie du club  ,Einer der St. Pauli-Spieler kommt aus der Akademie des Vereins  ,Один из игроков «Санкт-Паули» воспитанник академии клуба.  ,圣保利队的一名球员来自俱乐部的青训学院  ,सेंट पॉली खिलाड़ियों में से एक क्लब की अकादमी से आता है  
Q_3598,حافظ فريق سانت باولي على نظافة شباكه في أول 3 مباريات بالدوري  ,St. Pauli have kept clean sheets in their first three league games.  ,St. Pauli mantuvo su portería a cero en sus primeros 3 partidos de liga  ,,Pauli não sofreu golos nas três primeiras partidas do campeonato  ,St. Pauli a gardé sa cage inviolée lors de ses 3 premiers matches de championnat  ,drei Ligaspielen ohne Gegentor  ,«Сент-Паули» сохранил ворота сухими в своих первых трех матчах чемпионата.  ,3场联赛保持不失球  ,3 लीग मैचों में क्लीन शीट बरकरार रखी  
Q_3599,لاعب أساسي في تشكيلة فريق سانت باولي أصيب في بداية الموسم,A key player in the St. Pauli squad who was injured at the start of the season.,Un jugador clave de la plantilla del St. Pauli se lesionó a principios de temporada,,Um jogador importante do elenco do St. Pauli se machucou no início da temporada,Un joueur clé de l'équipe de St. Pauli s'est blessé en début de saison,Ein Schlüsselspieler im St. Pauli-Kader verletzte sich zu Beginn der Saison,Ключевой игрок команды «Санкт-Паули» получил травму в начале сезона,圣保利队一名关键球员在赛季初受伤,सेंट पॉली टीम का एक प्रमुख खिलाड़ी सीज़न की शुरुआत में घायल हो गया था
Q_3600,يحتل فريق هايدين هايم المراكز ال 4 الأولى في الدوري  ,Heidenheim's team is in the top 4 in the league.  ,El equipo de Heiden Heim ocupa el top 4 de la liga  ,,A equipe de Heiden Heim está entre os 4 primeiros da liga  ,L'équipe de Heiden Heim se classe parmi les 4 premières du championnat  ,Das Team von Heiden Heim rangiert unter den Top 4 der Liga  ,Команда Хайдена Хайма занимает четвертое место в лиге  ,海登·海姆的球队排名联赛前4  ,हेडन हेम की टीम लीग में शीर्ष 4 स्थान पर है  
Q_3601,يحتل فريق هايدين هايم المراكز ال 4 الثانية في الدوري  ,Heidenheim's team is in the second 4th place in the league.  ,El equipo de Heiden Heim ocupa el segundo lugar en la liga  ,,A equipe de Heiden Heim ocupa o segundo lugar na liga  ,L'équipe de Heiden Heim se classe deuxième du championnat  ,Das Team von Heiden Heim belegt den zweiten Platz in der Liga  ,Команда Хайдена Хайма занимает второе место в лиге  ,海登·海姆的球队排名联盟第二  ,हेडन हेम की टीम लीग में दूसरे स्थान पर है  
Q_3602,يحتل فريق هايدين هايم المراكز ال 4 الثالثة في الدوري  ,Heidenheim's team is in the third 4th place in the league.  ,El equipo de Heiden Heim ocupa el cuarto lugar en la liga  ,,A equipe de Heiden Heim ocupa o 4º lugar na liga  ,L'équipe de Heiden Heim se classe 4ème du championnat  ,Das Team von Heiden Heim belegt den 4. Platz in der Liga  ,Команда Хайдена Хайма занимает 4-е место в лиге  ,海登·海姆的球队排名联赛第4  ,हेडन हेम की टीम लीग में चौथे स्थान पर है  
Q_3603,يحتل فريق هايدين هايم المراكز ال 4 الأخيرة في الدوري  ,Heidenheim's team is in the bottom 4 places in the league.  ,El equipo de Heiden Heim está entre los 4 últimos de la liga  ,,A equipe de Heiden Heim está entre os 4 últimos colocados da liga  ,L'équipe de Heiden Heim est dans les 4 derniers du championnat  ,Das Team von Heiden Heim gehört zu den letzten vier der Liga  ,Команда Хайдена Хайма находится в четверке худших в лиге.  ,海登·海姆 (Heiden Heim) 的球队排在联盟倒数4 名  ,हेडन हेम की टीम लीग में निचले 4 में है  
Q_3604,فاز فريق هايدين هايم في مباراته ضد فريق كولن  ,Heiden Heim's team won their match against FC Köln.  ,El equipo de Heiden Heim ganó su partido contra el equipo de Colonia  ,,A equipe de Heiden Heim venceu a partida contra a equipe de Colônia  ,L'équipe de Heiden Heim a remporté son match contre l'équipe de Cologne  ,Die Mannschaft von Heiden Heim gewann ihr Spiel gegen die Mannschaft von Köln  ,Команда Хайдена Хайма выиграла матч у команды Кёльна  ,海登·海姆 (Heiden Heim) 的球队战胜了科隆 (Köln) 的球队  ,हेडन हेम की टीम ने कोलन की टीम के खिलाफ अपना मैच जीता  
Q_3605,خسر فريق هايدين هايم في مباراته ضد فريق بوروسيا دورتموند  ,Heiden Heim's team lost their match against Borussia Dortmund.  ,El equipo de Heiden Heim perdió en su partido contra el Borussia Dortmund  ,,A equipe de Heiden Heim perdeu na partida contra o Borussia Dortmund  ,L'équipe de Heiden Heim a perdu lors de son match contre le Borussia Dortmund  ,Die Mannschaft von Heiden Heim verlor im Spiel gegen Borussia Dortmund  ,Команда Хайдена Хайма проиграла в матче с дортмундской «Боруссией».  ,海登·海姆的球队在对阵多特蒙德的比赛中失利  ,हेइडेन हेम की टीम बोरूसिया डॉर्टमुंड के खिलाफ अपने मैच में हार गई  
